#,Transaction Date,Senator,Owner,Ticker,Asset Name,Asset Type,Type,Amount,Comment,URL
21,01/20/2016,"Mr. David A Perdue Jr (Perdue, David)",Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
20,01/20/2016,"Mr. David A Perdue Jr (Perdue, David)",Joint,HYH,"Halyard Health, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
19,01/15/2016,"Mr. David A Perdue Jr (Perdue, David)",Joint,WLK,Westlake Chemical Corp.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
18,01/15/2016,"Mr. David A Perdue Jr (Perdue, David)",Joint,WFM,"Whole Foods Market, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
17,01/14/2016,"Mr. David A Perdue Jr (Perdue, David)",Joint,GE,General Electric Company,Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
16,01/14/2016,"Mr. David A Perdue Jr (Perdue, David)",Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
14,01/13/2016,"Mr. David A Perdue Jr (Perdue, David)",Joint,KN,Knowles Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
13,01/13/2016,"Mr. David A Perdue Jr (Perdue, David)",Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
12,01/13/2016,"Mr. David A Perdue Jr (Perdue, David)",Joint,GE,General Electric Company,Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
11,01/13/2016,"Mr. David A Perdue Jr (Perdue, David)",Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
10,01/13/2016,"Mr. David A Perdue Jr (Perdue, David)",Joint,GE,General Electric Company,Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
9,01/11/2016,"Mr. David A Perdue Jr (Perdue, David)",Joint,--,GE,Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
8,01/11/2016,"Mr. David A Perdue Jr (Perdue, David)",Joint,--,LYV,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
7,01/08/2016,"Mr. David A Perdue Jr (Perdue, David)",Joint,--,GE,Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
6,01/08/2016,"Mr. David A Perdue Jr (Perdue, David)",Joint,--,LYV,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
5,01/07/2016,"Mr. David A Perdue Jr (Perdue, David)",Joint,--,QCOM,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
4,01/07/2016,"Mr. David A Perdue Jr (Perdue, David)",Joint,--,WBA,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
3,01/07/2016,"Mr. David A Perdue Jr (Perdue, David)",Joint,--,CRMT,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
2,01/07/2016,"Mr. David A Perdue Jr (Perdue, David)",Joint,--,ACN,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
1,01/06/2016,"Mr. David A Perdue Jr (Perdue, David)",Joint,--,GE,Stock,Sale (Partial),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/105c026a-24c1-4c45-b9f6-b8837b8477df/
81,11/30/2018,"Mr. David A Perdue Jr (Perdue, David)",Joint,LGF-B,Lions Gate Entertainment Corp.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/
80,11/29/2018,"Mr. David A Perdue Jr (Perdue, David)",Joint,KMI,"Kinder Morgan, Inc.",Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/
79,11/29/2018,"Mr. David A Perdue Jr (Perdue, David)",Joint,WMB,"The Williams Companies, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/
78,11/28/2018,"Mr. David A Perdue Jr (Perdue, David)",Joint,GPK,Graphic Packaging Holding Company,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/
77,11/28/2018,"Mr. David A Perdue Jr (Perdue, David)",Joint,LGF-B,Lions Gate Entertainment Corp.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/
71,11/27/2018,"Mr. David A Perdue Jr (Perdue, David)",Joint,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/
70,11/27/2018,"Mr. David A Perdue Jr (Perdue, David)",Joint,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/
69,11/27/2018,"Mr. David A Perdue Jr (Perdue, David)",Joint,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/
